time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
3.628,8,bruxism_right,1,True,2.0
9.179,8,bruxism_right,2,True,2.0
14.775,8,bruxism_right,3,True,2.0
20.325,8,bruxism_right,4,True,2.0
25.872,8,bruxism_right,5,True,2.0
31.422,8,bruxism_right,6,True,2.0
36.97,8,bruxism_right,7,True,2.0
42.517,8,bruxism_right,8,True,2.0
48.062,8,bruxism_right,9,True,2.0
53.611,8,bruxism_right,10,True,2.0
59.164,8,bruxism_right,11,True,2.0
64.708,8,bruxism_right,12,True,2.0
70.256,8,bruxism_right,13,True,2.0
75.802,8,bruxism_right,14,True,2.0
81.347,8,bruxism_right,15,True,2.0
86.894,8,bruxism_right,16,True,2.0
92.442,8,bruxism_right,17,True,2.0
97.989,8,bruxism_right,18,True,2.0
103.535,8,bruxism_right,19,True,2.0
109.086,8,bruxism_right,20,True,2.0
114.633,8,bruxism_right,21,True,2.0
120.179,8,bruxism_right,22,True,2.0
125.771,8,bruxism_right,23,True,2.0
131.318,8,bruxism_right,24,True,2.0
136.866,8,bruxism_right,25,True,2.0
142.456,8,bruxism_right,26,True,2.0
148.006,8,bruxism_right,27,True,2.0
153.557,8,bruxism_right,28,True,2.0
159.105,8,bruxism_right,29,True,2.0
164.652,8,bruxism_right,30,True,2.0
175.946,8,bruxism_right,31,True,2.0
181.492,8,bruxism_right,32,True,2.0
187.04,8,bruxism_right,33,True,2.0
192.588,8,bruxism_right,34,True,2.0
198.134,8,bruxism_right,35,True,2.0
203.682,8,bruxism_right,36,True,2.0
209.23,8,bruxism_right,37,True,2.0
214.778,8,bruxism_right,38,True,2.0
220.372,8,bruxism_right,39,True,2.0
225.917,8,bruxism_right,40,True,2.0
231.463,8,bruxism_right,41,True,2.0
237.007,8,bruxism_right,42,True,2.0
242.555,8,bruxism_right,43,True,2.0
248.098,8,bruxism_right,44,True,2.0
253.642,8,bruxism_right,45,True,2.0
259.189,8,bruxism_right,46,True,2.0
264.741,8,bruxism_right,47,True,2.0
270.289,8,bruxism_right,48,True,2.0
275.834,8,bruxism_right,49,True,2.0
281.383,8,bruxism_right,50,True,2.0
