time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
12.58,14,jaw_clench,1,True,2.0
17.978,14,jaw_clench,2,True,2.0
22.777,14,jaw_clench,3,True,2.0
27.783,14,jaw_clench,4,True,2.0
32.889,14,jaw_clench,5,True,2.0
37.635,14,jaw_clench,6,True,2.0
42.381,14,jaw_clench,7,True,2.0
47.026,14,jaw_clench,8,True,2.0
51.935,14,jaw_clench,9,True,2.0
57.136,14,jaw_clench,10,True,2.0
62.141,14,jaw_clench,11,True,2.0
67.148,14,jaw_clench,12,True,2.0
72.514,14,jaw_clench,13,True,2.0
77.573,14,jaw_clench,14,True,2.0
82.578,14,jaw_clench,15,True,2.0
87.838,14,jaw_clench,16,True,2.0
93.199,14,jaw_clench,17,True,2.0
98.398,14,jaw_clench,18,True,2.0
103.292,14,jaw_clench,19,True,2.0
108.085,14,jaw_clench,20,True,2.0
