time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
12.191,16,right_jaw,1,True,2.0
17.383,16,right_jaw,2,True,2.0
22.211,16,right_jaw,3,True,2.0
27.707,16,right_jaw,4,True,2.0
32.846,16,right_jaw,5,True,2.0
37.676,16,right_jaw,6,True,2.0
42.735,16,right_jaw,7,True,2.0
47.95,16,right_jaw,8,True,2.0
53.322,16,right_jaw,9,True,2.0
58.796,16,right_jaw,10,True,2.0
63.493,16,right_jaw,11,True,2.0
68.192,16,right_jaw,12,True,2.0
73.665,16,right_jaw,13,True,2.0
78.877,16,right_jaw,14,True,2.0
83.576,16,right_jaw,15,True,2.0
88.427,16,right_jaw,16,True,2.0
93.436,16,right_jaw,17,True,2.0
98.244,16,right_jaw,18,True,2.0
102.994,16,right_jaw,19,True,2.0
108.002,16,right_jaw,20,True,2.0
