time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
3.612,4,jaw_clench_both,1,True,2.0
9.156,4,jaw_clench_both,2,True,2.0
14.738,4,jaw_clench_both,3,True,2.0
20.344,4,jaw_clench_both,4,True,2.0
25.926,4,jaw_clench_both,5,True,2.0
31.471,4,jaw_clench_both,6,True,2.0
37.009,4,jaw_clench_both,7,True,2.0
42.553,4,jaw_clench_both,8,True,2.0
48.095,4,jaw_clench_both,9,True,2.0
53.641,4,jaw_clench_both,10,True,2.0
59.187,4,jaw_clench_both,11,True,2.0
64.733,4,jaw_clench_both,12,True,2.0
70.279,4,jaw_clench_both,13,True,2.0
75.819,4,jaw_clench_both,14,True,2.0
81.409,4,jaw_clench_both,15,True,2.0
86.957,4,jaw_clench_both,16,True,2.0
92.499,4,jaw_clench_both,17,True,2.0
98.043,4,jaw_clench_both,18,True,2.0
103.591,4,jaw_clench_both,19,True,2.0
109.136,4,jaw_clench_both,20,True,2.0
114.678,4,jaw_clench_both,21,True,2.0
120.223,4,jaw_clench_both,22,True,2.0
125.774,4,jaw_clench_both,23,True,2.0
131.321,4,jaw_clench_both,24,True,2.0
136.865,4,jaw_clench_both,25,True,2.0
142.411,4,jaw_clench_both,26,True,2.0
147.958,4,jaw_clench_both,27,True,2.0
153.507,4,jaw_clench_both,28,True,2.0
159.052,4,jaw_clench_both,29,True,2.0
164.593,4,jaw_clench_both,30,True,2.0
170.132,4,jaw_clench_both,31,True,2.0
175.671,4,jaw_clench_both,32,True,2.0
181.262,4,jaw_clench_both,33,True,2.0
186.806,4,jaw_clench_both,34,True,2.0
192.352,4,jaw_clench_both,35,True,2.0
197.898,4,jaw_clench_both,36,True,2.0
203.44,4,jaw_clench_both,37,True,2.0
209.028,4,jaw_clench_both,38,True,2.0
214.567,4,jaw_clench_both,39,True,2.0
220.114,4,jaw_clench_both,40,True,2.0
225.705,4,jaw_clench_both,41,True,2.0
231.34,4,jaw_clench_both,42,True,2.0
236.877,4,jaw_clench_both,43,True,2.0
242.419,4,jaw_clench_both,44,True,2.0
248.005,4,jaw_clench_both,45,True,2.0
253.546,4,jaw_clench_both,46,True,2.0
259.122,4,jaw_clench_both,47,True,2.0
264.729,4,jaw_clench_both,48,True,2.0
270.342,4,jaw_clench_both,49,True,2.0
275.882,4,jaw_clench_both,50,True,2.0
