time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.662,2,double_blink,1,True,2.0
6.768,2,double_blink,2,True,2.0
10.87,2,double_blink,3,True,2.0
14.932,2,double_blink,4,True,2.0
19.007,2,double_blink,5,True,2.0
23.078,2,double_blink,6,True,2.0
27.148,2,double_blink,7,True,2.0
31.222,2,double_blink,8,True,2.0
35.298,2,double_blink,9,True,2.0
39.374,2,double_blink,10,True,2.0
43.445,2,double_blink,11,True,2.0
47.514,2,double_blink,12,True,2.0
51.588,2,double_blink,13,True,2.0
55.665,2,double_blink,14,True,2.0
59.739,2,double_blink,15,True,2.0
63.809,2,double_blink,16,True,2.0
67.885,2,double_blink,17,True,2.0
71.964,2,double_blink,18,True,2.0
76.038,2,double_blink,19,True,2.0
80.107,2,double_blink,20,True,2.0
84.182,2,double_blink,21,True,2.0
88.257,2,double_blink,22,True,2.0
92.339,2,double_blink,23,True,2.0
96.416,2,double_blink,24,True,2.0
100.494,2,double_blink,25,True,2.0
104.572,2,double_blink,26,True,2.0
108.646,2,double_blink,27,True,2.0
112.723,2,double_blink,28,True,2.0
116.796,2,double_blink,29,True,2.0
120.87,2,double_blink,30,True,2.0
124.941,2,double_blink,31,True,2.0
129.017,2,double_blink,32,True,2.0
133.091,2,double_blink,33,True,2.0
137.162,2,double_blink,34,True,2.0
141.235,2,double_blink,35,True,2.0
145.309,2,double_blink,36,True,2.0
149.382,2,double_blink,37,True,2.0
153.458,2,double_blink,38,True,2.0
157.532,2,double_blink,39,True,2.0
161.609,2,double_blink,40,True,2.0
