time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.64,14,jaw_clench,1,True,2.0
7.387,14,jaw_clench,2,True,2.0
12.336,14,jaw_clench,3,True,2.0
17.624,14,jaw_clench,4,True,2.0
23.016,14,jaw_clench,5,True,2.0
28.158,14,jaw_clench,6,True,2.0
33.044,14,jaw_clench,7,True,2.0
38.036,14,jaw_clench,8,True,2.0
43.402,14,jaw_clench,9,True,2.0
48.201,14,jaw_clench,10,True,2.0
53.0,14,jaw_clench,11,True,2.0
58.264,14,jaw_clench,12,True,2.0
63.67,14,jaw_clench,13,True,2.0
68.873,14,jaw_clench,14,True,2.0
73.922,14,jaw_clench,15,True,2.0
78.767,14,jaw_clench,16,True,2.0
83.719,14,jaw_clench,17,True,2.0
88.516,14,jaw_clench,18,True,2.0
93.932,14,jaw_clench,19,True,2.0
98.782,14,jaw_clench,20,True,2.0
