time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
12.899,15,left_jaw,1,True,2.0
17.884,15,left_jaw,2,True,2.0
22.615,15,left_jaw,3,True,2.0
27.704,15,left_jaw,4,True,2.0
32.492,15,left_jaw,5,True,2.0
37.376,15,left_jaw,6,True,2.0
42.359,15,left_jaw,7,True,2.0
47.654,15,left_jaw,8,True,2.0
53.002,15,left_jaw,9,True,2.0
58.09,15,left_jaw,10,True,2.0
63.121,15,left_jaw,11,True,2.0
68.532,15,left_jaw,12,True,2.0
73.381,15,left_jaw,13,True,2.0
78.647,15,left_jaw,14,True,2.0
83.498,15,left_jaw,15,True,2.0
88.351,15,left_jaw,16,True,2.0
93.047,15,left_jaw,17,True,2.0
98.16,15,left_jaw,18,True,2.0
103.47,15,left_jaw,19,True,2.0
108.211,15,left_jaw,20,True,2.0
