time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.69,5,jaw_clench_right,1,True,2.0
6.764,5,jaw_clench_right,2,True,2.0
10.839,5,jaw_clench_right,3,True,2.0
14.906,5,jaw_clench_right,4,True,2.0
18.98,5,jaw_clench_right,5,True,2.0
23.05,5,jaw_clench_right,6,True,2.0
27.123,5,jaw_clench_right,7,True,2.0
31.198,5,jaw_clench_right,8,True,2.0
35.269,5,jaw_clench_right,9,True,2.0
39.341,5,jaw_clench_right,10,True,2.0
43.412,5,jaw_clench_right,11,True,2.0
47.494,5,jaw_clench_right,12,True,2.0
51.57,5,jaw_clench_right,13,True,2.0
55.645,5,jaw_clench_right,14,True,2.0
59.719,5,jaw_clench_right,15,True,2.0
63.795,5,jaw_clench_right,16,True,2.0
67.871,5,jaw_clench_right,17,True,2.0
71.94,5,jaw_clench_right,18,True,2.0
76.021,5,jaw_clench_right,19,True,2.0
80.098,5,jaw_clench_right,20,True,2.0
84.177,5,jaw_clench_right,21,True,2.0
88.257,5,jaw_clench_right,22,True,2.0
92.338,5,jaw_clench_right,23,True,2.0
96.417,5,jaw_clench_right,24,True,2.0
100.49,5,jaw_clench_right,25,True,2.0
104.566,5,jaw_clench_right,26,True,2.0
108.643,5,jaw_clench_right,27,True,2.0
112.718,5,jaw_clench_right,28,True,2.0
116.789,5,jaw_clench_right,29,True,2.0
120.865,5,jaw_clench_right,30,True,2.0
124.933,5,jaw_clench_right,31,True,2.0
129.009,5,jaw_clench_right,32,True,2.0
133.082,5,jaw_clench_right,33,True,2.0
137.157,5,jaw_clench_right,34,True,2.0
141.233,5,jaw_clench_right,35,True,2.0
145.312,5,jaw_clench_right,36,True,2.0
149.393,5,jaw_clench_right,37,True,2.0
153.47,5,jaw_clench_right,38,True,2.0
157.54,5,jaw_clench_right,39,True,2.0
161.612,5,jaw_clench_right,40,True,2.0
