time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
3.612,9,bruxism_left,1,True,2.0
9.233,9,bruxism_left,2,True,2.0
14.812,9,bruxism_left,3,True,2.0
20.359,9,bruxism_left,4,True,2.0
25.903,9,bruxism_left,5,True,2.0
31.451,9,bruxism_left,6,True,2.0
36.998,9,bruxism_left,7,True,2.0
42.547,9,bruxism_left,8,True,2.0
48.1,9,bruxism_left,9,True,2.0
53.649,9,bruxism_left,10,True,2.0
59.195,9,bruxism_left,11,True,2.0
64.743,9,bruxism_left,12,True,2.0
70.297,9,bruxism_left,13,True,2.0
75.839,9,bruxism_left,14,True,2.0
81.389,9,bruxism_left,15,True,2.0
86.939,9,bruxism_left,16,True,2.0
92.491,9,bruxism_left,17,True,2.0
98.038,9,bruxism_left,18,True,2.0
103.586,9,bruxism_left,19,True,2.0
109.135,9,bruxism_left,20,True,2.0
114.688,9,bruxism_left,21,True,2.0
120.236,9,bruxism_left,22,True,2.0
125.786,9,bruxism_left,23,True,2.0
131.335,9,bruxism_left,24,True,2.0
136.885,9,bruxism_left,25,True,2.0
142.435,9,bruxism_left,26,True,2.0
147.984,9,bruxism_left,27,True,2.0
153.533,9,bruxism_left,28,True,2.0
159.081,9,bruxism_left,29,True,2.0
164.624,9,bruxism_left,30,True,2.0
170.171,9,bruxism_left,31,True,2.0
175.72,9,bruxism_left,32,True,2.0
181.264,9,bruxism_left,33,True,2.0
186.811,9,bruxism_left,34,True,2.0
192.36,9,bruxism_left,35,True,2.0
197.908,9,bruxism_left,36,True,2.0
203.454,9,bruxism_left,37,True,2.0
208.998,9,bruxism_left,38,True,2.0
214.603,9,bruxism_left,39,True,2.0
220.148,9,bruxism_left,40,True,2.0
225.691,9,bruxism_left,41,True,2.0
231.233,9,bruxism_left,42,True,2.0
236.781,9,bruxism_left,43,True,2.0
242.328,9,bruxism_left,44,True,2.0
247.954,9,bruxism_left,45,True,2.0
253.571,9,bruxism_left,46,True,2.0
259.108,9,bruxism_left,47,True,2.0
264.655,9,bruxism_left,48,True,2.0
270.2,9,bruxism_left,49,True,2.0
275.746,9,bruxism_left,50,True,2.0
