time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
12.556,16,right_jaw,1,True,2.0
17.918,16,right_jaw,2,True,2.0
23.389,16,right_jaw,3,True,2.0
28.372,16,right_jaw,4,True,2.0
33.147,16,right_jaw,5,True,2.0
37.928,16,right_jaw,6,True,2.0
42.661,16,right_jaw,7,True,2.0
47.599,16,right_jaw,8,True,2.0
52.89,16,right_jaw,9,True,2.0
58.179,16,right_jaw,10,True,2.0
63.421,16,right_jaw,11,True,2.0
68.604,16,right_jaw,12,True,2.0
73.844,16,right_jaw,13,True,2.0
78.743,16,right_jaw,14,True,2.0
84.159,16,right_jaw,15,True,2.0
89.272,16,right_jaw,16,True,2.0
93.927,16,right_jaw,17,True,2.0
98.632,16,right_jaw,18,True,2.0
103.95,16,right_jaw,19,True,2.0
109.057,16,right_jaw,20,True,2.0
