time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
17.593,1,single_blink,1,True,2.0
25.286,1,single_blink,2,True,2.0
32.774,1,single_blink,3,True,2.0
40.476,1,single_blink,4,True,2.0
47.796,1,single_blink,5,True,2.0
54.924,1,single_blink,6,True,2.0
62.207,1,single_blink,7,True,2.0
69.833,1,single_blink,8,True,2.0
77.382,1,single_blink,9,True,2.0
85.086,1,single_blink,10,True,2.0
91.961,1,single_blink,11,True,2.0
99.3,1,single_blink,12,True,2.0
106.946,1,single_blink,13,True,2.0
113.94,1,single_blink,14,True,2.0
121.259,1,single_blink,15,True,2.0
