time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.666,9,bruxism_left,1,True,2.0
6.741,9,bruxism_left,2,True,2.0
10.814,9,bruxism_left,3,True,2.0
14.883,9,bruxism_left,4,True,2.0
18.957,9,bruxism_left,5,True,2.0
23.03,9,bruxism_left,6,True,2.0
27.101,9,bruxism_left,7,True,2.0
31.176,9,bruxism_left,8,True,2.0
35.251,9,bruxism_left,9,True,2.0
39.328,9,bruxism_left,10,True,2.0
43.403,9,bruxism_left,11,True,2.0
47.477,9,bruxism_left,12,True,2.0
51.552,9,bruxism_left,13,True,2.0
55.632,9,bruxism_left,14,True,2.0
59.706,9,bruxism_left,15,True,2.0
63.781,9,bruxism_left,16,True,2.0
67.858,9,bruxism_left,17,True,2.0
71.932,9,bruxism_left,18,True,2.0
76.009,9,bruxism_left,19,True,2.0
80.085,9,bruxism_left,20,True,2.0
84.161,9,bruxism_left,21,True,2.0
88.237,9,bruxism_left,22,True,2.0
92.306,9,bruxism_left,23,True,2.0
96.384,9,bruxism_left,24,True,2.0
100.466,9,bruxism_left,25,True,2.0
104.54,9,bruxism_left,26,True,2.0
108.615,9,bruxism_left,27,True,2.0
112.692,9,bruxism_left,28,True,2.0
116.768,9,bruxism_left,29,True,2.0
120.839,9,bruxism_left,30,True,2.0
124.911,9,bruxism_left,31,True,2.0
128.986,9,bruxism_left,32,True,2.0
133.065,9,bruxism_left,33,True,2.0
137.14,9,bruxism_left,34,True,2.0
141.217,9,bruxism_left,35,True,2.0
145.291,9,bruxism_left,36,True,2.0
149.362,9,bruxism_left,37,True,2.0
153.436,9,bruxism_left,38,True,2.0
157.515,9,bruxism_left,39,True,2.0
161.595,9,bruxism_left,40,True,2.0
