time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.615,6,jaw_clench_left,1,True,2.0
6.694,6,jaw_clench_left,2,True,2.0
10.772,6,jaw_clench_left,3,True,2.0
14.851,6,jaw_clench_left,4,True,2.0
18.93,6,jaw_clench_left,5,True,2.0
23.009,6,jaw_clench_left,6,True,2.0
27.088,6,jaw_clench_left,7,True,2.0
31.168,6,jaw_clench_left,8,True,2.0
35.246,6,jaw_clench_left,9,True,2.0
39.327,6,jaw_clench_left,10,True,2.0
43.403,6,jaw_clench_left,11,True,2.0
47.482,6,jaw_clench_left,12,True,2.0
51.557,6,jaw_clench_left,13,True,2.0
55.638,6,jaw_clench_left,14,True,2.0
59.717,6,jaw_clench_left,15,True,2.0
63.797,6,jaw_clench_left,16,True,2.0
67.872,6,jaw_clench_left,17,True,2.0
71.947,6,jaw_clench_left,18,True,2.0
76.019,6,jaw_clench_left,19,True,2.0
80.093,6,jaw_clench_left,20,True,2.0
84.167,6,jaw_clench_left,21,True,2.0
88.24,6,jaw_clench_left,22,True,2.0
92.318,6,jaw_clench_left,23,True,2.0
96.397,6,jaw_clench_left,24,True,2.0
100.478,6,jaw_clench_left,25,True,2.0
104.558,6,jaw_clench_left,26,True,2.0
108.639,6,jaw_clench_left,27,True,2.0
112.72,6,jaw_clench_left,28,True,2.0
116.8,6,jaw_clench_left,29,True,2.0
120.882,6,jaw_clench_left,30,True,2.0
124.963,6,jaw_clench_left,31,True,2.0
129.035,6,jaw_clench_left,32,True,2.0
133.111,6,jaw_clench_left,33,True,2.0
137.19,6,jaw_clench_left,34,True,2.0
141.268,6,jaw_clench_left,35,True,2.0
145.345,6,jaw_clench_left,36,True,2.0
149.427,6,jaw_clench_left,37,True,2.0
153.508,6,jaw_clench_left,38,True,2.0
157.593,6,jaw_clench_left,39,True,2.0
161.674,6,jaw_clench_left,40,True,2.0
