time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
13.241,26,prox_right,1,True,2.0
18.451,26,prox_right,2,True,2.0
23.148,26,prox_right,3,True,2.0
28.561,26,prox_right,4,True,2.0
33.926,26,prox_right,5,True,2.0
38.831,26,prox_right,6,True,2.0
44.041,26,prox_right,7,True,2.0
49.457,26,prox_right,8,True,2.0
54.617,26,prox_right,9,True,2.0
59.571,26,prox_right,10,True,2.0
64.478,26,prox_right,11,True,2.0
69.327,26,prox_right,12,True,2.0
74.59,26,prox_right,13,True,2.0
79.649,26,prox_right,14,True,2.0
84.756,26,prox_right,15,True,2.0
