time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
3.594,9,bruxism_left,1,True,2.0
9.145,9,bruxism_left,2,True,2.0
14.729,9,bruxism_left,3,True,2.0
20.347,9,bruxism_left,4,True,2.0
25.965,9,bruxism_left,5,True,2.0
31.586,9,bruxism_left,6,True,2.0
37.132,9,bruxism_left,7,True,2.0
42.683,9,bruxism_left,8,True,2.0
48.23,9,bruxism_left,9,True,2.0
53.778,9,bruxism_left,10,True,2.0
59.324,9,bruxism_left,11,True,2.0
64.865,9,bruxism_left,12,True,2.0
70.409,9,bruxism_left,13,True,2.0
75.96,9,bruxism_left,14,True,2.0
81.509,9,bruxism_left,15,True,2.0
87.058,9,bruxism_left,16,True,2.0
92.604,9,bruxism_left,17,True,2.0
98.149,9,bruxism_left,18,True,2.0
103.698,9,bruxism_left,19,True,2.0
109.249,9,bruxism_left,20,True,2.0
114.798,9,bruxism_left,21,True,2.0
120.345,9,bruxism_left,22,True,2.0
125.939,9,bruxism_left,23,True,2.0
131.49,9,bruxism_left,24,True,2.0
137.039,9,bruxism_left,25,True,2.0
142.584,9,bruxism_left,26,True,2.0
148.129,9,bruxism_left,27,True,2.0
153.678,9,bruxism_left,28,True,2.0
159.228,9,bruxism_left,29,True,2.0
164.778,9,bruxism_left,30,True,2.0
170.33,9,bruxism_left,31,True,2.0
175.882,9,bruxism_left,32,True,2.0
181.432,9,bruxism_left,33,True,2.0
186.98,9,bruxism_left,34,True,2.0
192.531,9,bruxism_left,35,True,2.0
198.078,9,bruxism_left,36,True,2.0
203.675,9,bruxism_left,37,True,2.0
209.22,9,bruxism_left,38,True,2.0
214.765,9,bruxism_left,39,True,2.0
220.315,9,bruxism_left,40,True,2.0
225.862,9,bruxism_left,41,True,2.0
231.409,9,bruxism_left,42,True,2.0
236.954,9,bruxism_left,43,True,2.0
242.502,9,bruxism_left,44,True,2.0
248.047,9,bruxism_left,45,True,2.0
253.592,9,bruxism_left,46,True,2.0
259.229,9,bruxism_left,47,True,2.0
264.847,9,bruxism_left,48,True,2.0
270.465,9,bruxism_left,49,True,2.0
276.084,9,bruxism_left,50,True,2.0
