time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
20.288,1,single_blink,1,True,2.0
28.403,1,single_blink,2,True,2.0
35.952,1,single_blink,3,True,2.0
44.324,1,single_blink,4,True,2.0
52.9,1,single_blink,5,True,2.0
60.807,1,single_blink,6,True,2.0
69.437,1,single_blink,7,True,2.0
77.243,1,single_blink,8,True,2.0
85.278,1,single_blink,9,True,2.0
92.874,1,single_blink,10,True,2.0
100.374,1,single_blink,11,True,2.0
108.122,1,single_blink,12,True,2.0
116.493,1,single_blink,13,True,2.0
124.244,1,single_blink,14,True,2.0
132.565,1,single_blink,15,True,2.0
140.48,1,single_blink,16,True,2.0
148.951,1,single_blink,17,True,2.0
157.163,1,single_blink,18,True,2.0
164.655,1,single_blink,19,True,2.0
172.409,1,single_blink,20,True,2.0
180.367,1,single_blink,21,True,2.0
188.061,1,single_blink,22,True,2.0
196.84,1,single_blink,23,True,2.0
205.574,1,single_blink,24,True,2.0
212.909,1,single_blink,25,True,2.0
221.536,1,single_blink,26,True,2.0
230.42,1,single_blink,27,True,2.0
238.113,1,single_blink,28,True,2.0
