time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
3.576,2,double_blink,1,True,2.0
9.122,2,double_blink,2,True,2.0
14.748,2,double_blink,3,True,2.0
20.359,2,double_blink,4,True,2.0
25.973,2,double_blink,5,True,2.0
31.587,2,double_blink,6,True,2.0
37.199,2,double_blink,7,True,2.0
42.815,2,double_blink,8,True,2.0
48.43,2,double_blink,9,True,2.0
54.038,2,double_blink,10,True,2.0
59.648,2,double_blink,11,True,2.0
65.259,2,double_blink,12,True,2.0
70.881,2,double_blink,13,True,2.0
76.426,2,double_blink,14,True,2.0
81.973,2,double_blink,15,True,2.0
87.517,2,double_blink,16,True,2.0
93.062,2,double_blink,17,True,2.0
98.609,2,double_blink,18,True,2.0
104.154,2,double_blink,19,True,2.0
109.699,2,double_blink,20,True,2.0
115.244,2,double_blink,21,True,2.0
120.789,2,double_blink,22,True,2.0
126.412,2,double_blink,23,True,2.0
132.027,2,double_blink,24,True,2.0
137.562,2,double_blink,25,True,2.0
143.104,2,double_blink,26,True,2.0
148.647,2,double_blink,27,True,2.0
154.19,2,double_blink,28,True,2.0
159.735,2,double_blink,29,True,2.0
165.278,2,double_blink,30,True,2.0
170.824,2,double_blink,31,True,2.0
176.367,2,double_blink,32,True,2.0
181.916,2,double_blink,33,True,2.0
187.461,2,double_blink,34,True,2.0
193.005,2,double_blink,35,True,2.0
198.549,2,double_blink,36,True,2.0
204.096,2,double_blink,37,True,2.0
209.642,2,double_blink,38,True,2.0
215.187,2,double_blink,39,True,2.0
220.733,2,double_blink,40,True,2.0
226.277,2,double_blink,41,True,2.0
231.82,2,double_blink,42,True,2.0
237.366,2,double_blink,43,True,2.0
242.909,2,double_blink,44,True,2.0
248.451,2,double_blink,45,True,2.0
253.994,2,double_blink,46,True,2.0
259.576,2,double_blink,47,True,2.0
265.191,2,double_blink,48,True,2.0
270.803,2,double_blink,49,True,2.0
276.416,2,double_blink,50,True,2.0
