time_sec,marker_id,signal_name,trial_num,accepted,duration_sec
2.695,7,bruxism_both,1,True,2.0
6.8,7,bruxism_both,2,True,2.0
10.859,7,bruxism_both,3,True,2.0
14.932,7,bruxism_both,4,True,2.0
19.0,7,bruxism_both,5,True,2.0
23.072,7,bruxism_both,6,True,2.0
27.145,7,bruxism_both,7,True,2.0
31.216,7,bruxism_both,8,True,2.0
35.288,7,bruxism_both,9,True,2.0
39.363,7,bruxism_both,10,True,2.0
43.438,7,bruxism_both,11,True,2.0
47.507,7,bruxism_both,12,True,2.0
51.574,7,bruxism_both,13,True,2.0
55.641,7,bruxism_both,14,True,2.0
59.707,7,bruxism_both,15,True,2.0
63.779,7,bruxism_both,16,True,2.0
67.852,7,bruxism_both,17,True,2.0
71.918,7,bruxism_both,18,True,2.0
75.989,7,bruxism_both,19,True,2.0
80.059,7,bruxism_both,20,True,2.0
84.131,7,bruxism_both,21,True,2.0
88.208,7,bruxism_both,22,True,2.0
92.284,7,bruxism_both,23,True,2.0
96.356,7,bruxism_both,24,True,2.0
100.428,7,bruxism_both,25,True,2.0
104.499,7,bruxism_both,26,True,2.0
108.568,7,bruxism_both,27,True,2.0
112.637,7,bruxism_both,28,True,2.0
116.712,7,bruxism_both,29,True,2.0
120.784,7,bruxism_both,30,True,2.0
124.85,7,bruxism_both,31,True,2.0
128.95,7,bruxism_both,32,True,2.0
133.019,7,bruxism_both,33,True,2.0
137.091,7,bruxism_both,34,True,2.0
141.164,7,bruxism_both,35,True,2.0
145.239,7,bruxism_both,36,True,2.0
149.306,7,bruxism_both,37,True,2.0
153.369,7,bruxism_both,38,True,2.0
157.438,7,bruxism_both,39,True,2.0
161.508,7,bruxism_both,40,True,2.0
